	, 1	, 2	, 3	, 4	, 5
2^20, 6391128.50, 6391128.50, 6391128.50, 6391128.50, 6391128.50
2^21, 14435269.00, 14435269.00, 14435269.00, 14435269.00, 14435269.00
2^22, 39106316.00, 39106316.00, 39106316.00, 39106316.00, 39106316.00
2^23, 65780884.00, 65780884.00, 65780884.00, 65780884.00, 65780884.00
2^24, 292049376.00, 292049376.00, 292049376.00, 292049376.00, 292049376.00
2^25, 265276096.00, 265276096.00, 265276096.00, 265276096.00, 265276096.00
